,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
1915,-423.48276,170.11565,-21.9171,17.206669,13.000851,-6.005651,2.9871244,-14.088675,-4.4205933,1.4822153,-6.367399,-5.5247903,1.9388343
1916,-450.4615,165.39403,-14.527306,15.573,13.935619,-8.08682,-6.5438085,-14.922546,-10.043932,-0.14268394,4.139217,-7.097952,2.9657013
1917,-466.28262,144.74591,-18.885092,26.467705,16.36399,-5.36209,6.1047153,-15.136034,-11.813696,-0.13283777,-0.84068686,-5.7230005,1.4650004
1918,-643.79755,79.64832,13.097815,54.254974,7.737928,21.814438,18.586332,15.586343,14.675253,8.823911,8.297753,11.207898,11.4883585
1919,-505.06744,132.74854,-0.0029019313,30.16509,14.343083,5.2867155,6.2739577,-5.4740686,6.473482,2.9131935,0.41795516,-5.244129,-1.6340805
1920,-460.46082,152.52242,-22.354925,23.108534,4.2943687,-5.7156653,1.9553688,-18.546421,-5.1131535,1.8512968,0.08085388,-4.6893826,1.4937073
1921,-471.987,160.2826,-17.478565,20.926838,7.9357257,-0.3015165,9.900564,-7.3502474,-2.6821697,3.6088455,4.6394496,-2.7275522,3.7053988
1922,-452.23526,139.69675,-15.887364,21.622902,7.572446,1.4981335,6.3920383,-12.568367,-1.9596776,3.3398857,-1.5876676,-4.6441536,2.6516526
1923,-468.72687,152.96587,-11.870672,27.259165,2.818152,-3.924637,1.0824008,-13.226984,-5.9560947,1.0379525,0.078007534,-12.693412,0.8372657
1924,-489.9289,131.03682,-23.351433,23.359013,13.801914,-7.7000837,5.5593905,-11.210837,-7.5080624,2.930899,0.22310913,-6.2842917,2.1757832
1925,-475.922,156.07217,-8.5217905,3.7067618,9.3433275,-9.944782,-3.2726495,-6.5590844,-8.7989435,-3.773451,3.009027,-5.0680904,-0.76530254
1926,-422.83545,158.4181,-28.262743,14.508988,12.355353,-10.72993,-0.8710044,-13.157288,-8.91181,-1.8030446,-5.494286,-4.927049,1.5883654
1927,-468.2967,162.12541,-18.717278,18.957613,12.029415,-8.467785,3.0352457,-11.755771,-10.573099,2.1928606,5.1451735,-5.827832,3.7012928
1928,-440.30557,157.57507,-28.562902,18.393726,7.571056,-0.74794906,5.0593677,-10.5991335,-2.1651578,0.01546519,-1.5270693,-5.432615,0.67653334
1929,-485.66153,138.66997,9.986109,21.212252,-1.4664854,0.010475955,8.429785,7.256895,-4.8354855,6.7123632,-3.4975047,3.5055642,4.191872
1930,-452.39258,167.93497,16.91367,11.701664,-0.115950726,0.5959205,-1.711885,-2.7096682,-11.454421,0.6279616,-6.919273,-4.0729356,2.2502728
1931,-422.45374,153.73659,-21.841938,24.345608,13.130379,1.9602917,8.001967,0.7105294,-2.8827624,8.219026,-8.14264,-3.6498365,0.60533994
1932,-380.09164,183.07059,-26.830635,13.860464,5.4907384,-1.5917201,11.076153,3.6952112,-7.6810584,7.7663193,-6.6627793,-5.3794003,0.9680949
1933,-399.7552,172.92612,-5.9502916,18.68795,8.434056,0.35655832,6.1862936,-9.61964,-7.932008,4.4803357,-5.4134283,-1.9135543,3.2522798
1934,-459.11386,147.22697,5.0206375,24.343243,7.4417706,1.8140687,9.689678,-0.8858944,-8.445838,7.5570955,-2.697576,-3.301251,2.2529929
1935,-398.1159,177.64532,-5.4476504,12.084962,8.342992,-3.1891725,-1.6524854,-8.129776,-9.628465,2.570168,-5.712277,-6.0190406,3.2519913
1936,-459.18262,154.30634,8.402034,19.12835,3.7714453,0.26317284,3.4638624,-1.5655464,-8.381124,4.525103,-9.321685,-5.2449756,3.264742
1937,-479.16003,149.0274,16.32418,10.932721,1.2314191,7.2516236,4.0058575,1.0426613,-6.090217,4.7540236,-5.638853,-3.891005,-0.4233907
1938,-484.63657,144.88135,13.478421,13.637951,4.0126486,6.866539,1.364399,0.9485384,-6.9639544,5.001232,-5.0525055,-0.8869825,-0.27913147
1939,-479.1532,147.53151,16.7344,17.100164,9.263986,5.345038,-4.7755594,-4.0367656,-6.653013,5.5447006,-4.243242,-3.072135,-0.08326186
1940,-472.4117,148.49106,11.889562,15.825939,4.026,5.479648,2.670363,0.44495338,-4.4507604,7.798428,-2.5584505,-0.6407809,1.2702311
1941,-459.4793,160.20763,12.714685,18.94308,9.079941,10.903155,4.447824,-0.5127876,-5.416148,7.078397,-6.1272583,-0.8980171,1.7364805
1942,-449.37167,150.10541,9.704428,15.292154,11.380015,1.4783067,1.8536057,-4.3220563,-5.076914,3.1440656,-0.9466918,-3.3738928,1.8321329
1943,-449.59882,149.13075,3.3180976,24.119621,10.332198,-0.22587737,3.2101424,-4.3837705,-6.763396,5.850495,-4.408487,-6.0513535,1.541858
1944,-490.7969,143.0603,17.690248,17.621012,1.3076931,2.899543,3.1964378,3.0909686,-4.117953,6.976744,-2.5298543,1.937564,2.817078
1945,-473.89648,149.85188,16.965794,22.258543,4.366655,3.749298,1.3504677,-0.4930235,-7.8046846,5.829214,-8.674887,-6.4237247,1.8185483
1946,-449.93164,159.69804,9.555893,21.383839,10.263973,3.6511557,0.54382575,-4.667859,-9.975038,6.8891788,-3.645327,-5.2185907,0.68673325
1947,-487.34845,139.50285,15.060008,15.628633,5.4535,6.7147384,4.6771417,5.8226914,-2.2991433,6.7426996,-0.93350255,1.2767186,3.5395045
1948,-485.52618,147.00508,20.52446,16.653418,3.3247874,11.405766,4.7554975,1.6296455,-4.2061048,6.0887065,-6.721177,-1.3155998,0.88345575
1949,-454.9277,158.22946,9.277627,20.502922,7.842131,6.222705,3.3049629,-0.3420064,-4.5898843,8.108773,-6.8640165,-4.5172486,0.92470497
1950,-451.89566,152.9561,4.35803,17.365992,4.461276,6.073222,12.086883,2.4423244,0.5719618,8.761296,-1.9228377,1.1770909,0.30204806
1951,-446.94626,155.32404,-7.6328406,13.876174,5.464323,3.105504,5.4435916,1.3924123,-6.8673835,7.533014,-4.6128793,-0.73064804,0.85295314
1952,-497.6748,135.65633,16.361958,17.886187,2.6068764,7.908195,5.3421407,5.576572,-2.0762575,8.515188,-3.1766596,2.1828945,2.149015
1953,-467.56613,154.6626,15.782927,15.81258,0.4033817,4.7119136,2.1709907,-1.2952158,-9.055553,1.9659672,-7.871164,-1.8035778,1.2238941
1954,-421.55804,177.56895,6.149147,12.349038,11.643632,4.680721,0.9206086,-3.90888,-6.7396917,4.8729205,-3.806918,-4.891444,3.818485
1955,-385.8661,169.44853,-23.443165,14.142718,8.36406,-8.471914,2.921277,-6.335961,-8.893472,6.104699,-4.7041883,-4.6637607,4.181495
1956,-471.49838,144.77394,10.466618,26.02133,5.7884827,-0.7562594,5.543439,2.8474274,-6.738004,7.772409,-4.0797763,-4.2146688,-0.38613254
1957,-485.0636,145.30133,13.596047,13.871905,4.2754083,9.104867,3.376646,3.7071166,-5.849523,5.82915,-3.0658624,0.73234373,-1.1830697
1958,-456.3868,157.35426,7.3287764,17.759237,8.096251,6.333631,2.2735758,-0.88959193,-7.771124,6.804815,-4.02049,-3.2760527,0.6644454
1959,-466.0907,150.88058,10.7278185,20.776491,0.56766397,4.37072,4.8708863,-1.9526186,-8.6584215,7.406299,-7.493575,-3.4475868,2.2536452
1960,-474.22928,142.1857,5.6072946,32.419277,12.734864,2.8059292,4.817896,-2.402886,-7.4100995,8.715024,-6.473308,-2.7849126,0.9092398
1961,-486.69736,128.70021,3.5115647,28.122253,3.804781,0.28334662,9.235717,6.9894176,-1.6772252,12.881433,-2.8053205,1.9468255,2.3653202
1962,-418.82086,161.91147,-9.363512,26.019762,7.380286,-4.1522684,6.283653,-4.288898,-11.251194,8.241477,-4.221824,-5.619117,2.4780335
1963,-408.74722,160.0811,6.373154,22.722805,13.869345,-4.8070436,5.135179,-6.961428,-9.674558,1.3973591,-7.3194647,-5.726905,2.136938
1964,-447.60992,150.8766,0.6864795,26.91763,5.1391416,0.041171893,3.9343855,-6.1267147,-8.109041,7.2226777,-5.577333,1.1199212,0.13347921
1965,-428.53046,164.97813,4.4649706,20.17476,10.288988,1.4359725,-0.41980532,-9.312083,-9.159888,2.8708484,-7.2637496,-4.293224,1.6310023
1966,-499.59283,134.64548,9.344008,23.889742,11.153277,5.6289015,5.785385,1.5833,-3.8727596,7.245966,-3.8542953,-1.9581237,0.60445607
1967,-466.8103,153.0264,13.078258,16.190899,7.4595227,6.60692,-0.6694724,-5.8182216,-9.8274,5.966155,-5.1971545,-4.7678432,0.9843203
1968,-414.07336,161.68765,-10.340091,26.568556,6.433897,-6.5383873,6.4872537,-4.424629,-11.023372,4.2360625,-9.441784,-4.8524756,5.8813176
1969,-422.683,156.61104,-11.339771,25.075104,10.644177,-2.671845,3.963679,-5.3576574,-9.410641,5.7698407,-6.5167003,-3.8344216,3.0564773
1970,-437.3487,161.72244,1.0957655,14.544789,9.27025,3.9245737,1.6939757,-6.155191,-7.7821712,4.3768754,-4.4939117,-3.7176359,2.4366302
1971,-442.73804,162.35191,5.436627,14.229842,5.3900294,0.07848123,0.24412426,-5.9318357,-7.4197702,4.0332036,-6.61643,-4.554554,3.8094711
1972,-464.71146,147.86765,5.5424576,21.314518,5.9527426,1.4621471,5.373557,1.9854497,-5.1984825,8.347153,-3.683928,-0.88064957,3.4640632
1973,-474.7268,140.18324,7.5565658,22.703604,18.238258,7.838813,10.928044,4.035879,-0.9463249,8.900167,1.8116486,-3.5961435,-0.47033507
1974,-481.38196,146.11838,15.515464,19.57365,8.288836,6.7866855,6.000588,2.0103624,-6.492653,4.4467688,-3.2450602,-1.6007345,1.9609591
1975,-492.8995,141.2554,21.173428,15.510778,3.050991,5.3740516,2.2225606,2.2624846,-4.3049765,4.1707745,-4.053228,-0.72491235,0.99593717
1976,-427.07797,171.55594,5.191297,11.887906,4.02482,0.0061379275,2.908149,-1.5357946,-11.880653,-1.326186,-5.224042,-0.78202987,3.7006612
1977,-467.16776,149.555,9.318234,11.840109,3.6773996,3.2825305,3.7749817,2.5393744,-3.5569272,6.4494014,-3.1324472,-2.5152419,1.2794319
1978,-454.23093,150.82,1.1340196,18.118416,5.2057166,1.7162452,1.9509495,-4.373911,-10.629641,4.309263,-6.516312,-1.0617828,4.039017
1979,-471.29776,151.46072,9.401823,14.284983,6.156913,6.9962287,3.6699896,5.060107,-1.795915,8.554691,-3.8936944,-0.44018072,1.730169
1980,-445.05707,157.72531,3.0006998,10.584309,6.87756,2.4703379,4.371398,-2.7679815,-4.4267287,5.2595506,-2.0821455,-1.0280421,3.337435
1981,-475.34338,154.95403,14.995332,6.5674934,-2.4366264,6.4967985,6.1827908,6.6071024,-3.5129728,7.230346,-3.9399652,-2.0597293,0.35053608
1982,-497.6504,141.22884,17.127304,7.240188,1.7580082,9.450492,0.5877399,8.655219,3.5557685,5.5637984,-8.2678175,1.9203161,5.021576
1983,-455.12256,160.24646,10.483957,15.024198,5.3443923,2.890599,-5.6281743,-6.70139,-8.343018,5.2282414,-9.495793,-8.252213,1.1837692
1984,-451.82468,149.03891,4.486587,24.669264,8.939914,-1.8514175,2.780267,-4.374256,-10.684795,4.2040286,-6.6179,-7.4158673,2.803132
1985,-464.21213,160.14784,17.16238,13.047169,0.38276094,4.2875576,0.44938728,-2.9308488,-6.3362174,5.3900337,-6.4344125,-4.1743345,-1.1627773
1986,-479.08237,152.38905,20.373951,17.431131,5.583732,9.66189,4.4793196,2.921213,-5.4419513,5.5142555,-5.806985,-3.2004995,-0.50094104
1987,-493.35025,145.78818,18.603802,5.167103,-2.8382013,9.897678,5.0991874,7.132316,-1.5206909,7.832951,-2.8960624,0.5652895,0.8843843
1988,-455.36356,159.918,6.11814,8.232495,1.2816669,4.2654667,4.584118,3.2922285,-4.8642583,5.6339192,-6.990335,-3.8740022,3.3367722
1989,-437.7226,155.0356,3.7418737,10.939257,1.5573331,-2.7550318,5.8019414,-2.2787325,-6.4604964,2.9047894,-3.7608037,-4.4539714,3.8230016
1990,-485.40277,138.1867,10.933653,10.575241,1.0639426,7.2359567,8.030954,4.804815,-1.9336174,7.544136,-1.9467088,-1.3899423,1.6525737
1991,-452.60535,151.7423,-1.4993112,12.899129,1.8084116,0.80014104,2.7893276,-0.4232871,-6.45168,7.176758,-2.8087456,0.2151998,2.9740725
1992,-465.41064,184.55612,5.7525086,6.082778,-1.0885348,1.2302752,-3.3236396,-8.407925,-12.774217,2.3003945,-5.9294667,-3.6421785,-0.6926637
1993,-478.2434,170.51704,-5.926777,5.5921216,-4.12229,-4.241303,-2.8445032,-0.86337245,-6.438631,7.000932,-5.9667096,-1.6874377,2.4463904
1994,-483.85855,168.51218,-0.25829488,1.7171961,-3.7052653,-5.298551,-1.9014405,-1.5040425,-5.988463,3.2318106,-3.3124967,-1.8967353,2.2234552
1995,-495.95453,168.01598,1.7916583,-1.1722548,-5.4078,-5.697601,-7.993086,2.0287507,-6.2034116,3.8310292,-2.7109816,-1.4071959,-1.6105496
1996,-450.72592,179.0968,0.0759807,1.9825251,-6.7581434,-5.766367,0.7064126,-11.961174,-9.980004,3.3460593,-7.4536486,-5.9786215,2.0322957
1997,-467.36057,179.82541,2.07907,2.740887,-7.4160995,-0.5036569,-1.4122261,-7.4580383,-10.467425,5.2179503,-8.673523,-5.7133937,-0.103413165
1998,-452.86948,180.09444,2.381718,7.1921926,-9.811127,-5.2601805,-0.24390627,-10.095422,-8.7977705,4.120847,-11.645528,-7.725135,0.2261589
1999,-475.41043,177.8034,5.2204776,4.23602,-6.5358996,-4.572343,-5.891535,-6.9874544,-6.976211,6.097823,-6.5687156,-4.3084936,-1.146129
2000,-453.38083,177.89471,-1.318056,17.718868,-4.9055567,-5.4633946,2.8647563,-6.9125648,-9.593527,5.4786487,-8.666058,-5.8662634,2.1146302
2001,-451.0018,176.09404,0.052183785,1.1705049,-1.8902955,-5.231062,1.9634534,-8.439861,-7.3488436,2.2636487,-3.7442834,-4.0186596,0.019660383
2002,-553.5899,125.491066,17.1185,15.782335,11.629157,10.892829,11.212783,7.6448574,6.295889,11.431549,5.4956965,5.0931363,6.613492
2003,-477.00833,177.74063,5.3165774,7.215783,-3.8814905,-1.8748337,-2.575148,-2.885584,-6.4700375,5.9026866,-6.856555,-4.320235,-0.63033825
2004,-451.55765,190.38536,9.273206,2.6689997,-8.834576,-3.2129467,-1.9539344,-6.734596,-5.885938,1.5101452,-10.177391,-5.306768,0.6503311
2005,-469.2239,180.19435,4.7033362,7.814659,-4.505396,0.03099122,-4.0564966,-7.5232844,-7.680632,5.2407656,-8.069959,-3.669765,-1.3919027
2006,-439.6445,169.89769,-3.0385592,6.548966,-2.3325763,-5.1030006,2.3877728,-9.73687,-7.0361185,0.61460507,-6.35524,-5.113761,-0.06553802
2007,-456.12994,177.3256,-6.4359026,11.435708,-5.2439504,-6.1235194,1.3057034,-8.103625,-15.0105295,5.2839646,-5.1237707,-6.9087915,1.9662805
2008,-470.1466,173.96443,3.6143823,3.6705105,-7.0948815,-4.151639,1.0640634,-3.338841,-5.054783,6.167629,-4.0687056,-2.8615031,4.1893663
2009,-465.89066,176.94331,-1.5265144,4.929418,-8.592572,-4.6285677,-0.7907854,-3.6815891,-8.766355,2.8896382,-8.361314,-6.930519,-1.5958456
2010,-458.31387,176.98178,-2.0258284,4.3736296,-7.343055,-4.9824815,0.33296847,-5.1729717,-7.4578624,2.445175,-8.751141,-5.1061716,-0.44389567
2011,-476.95578,167.34027,-4.335417,6.2687087,-6.940721,-5.1051755,0.5197454,-2.6036525,-11.298769,1.4881022,-5.263291,-4.871007,0.9813668
2012,-465.5203,167.93991,-0.74483865,5.151347,-4.2982345,-7.2070284,1.2346191,-3.7000265,-6.0185046,0.2610905,-3.817557,-4.1859875,-0.5214644
2013,-475.17587,177.87865,3.8087277,3.2414083,-7.0888004,-3.9572363,-3.7352989,-4.8599267,-7.542538,4.998509,-7.6437235,-3.2230468,2.289112
2014,-440.73682,174.14893,-3.092007,4.5287247,-6.24799,-9.417957,0.57290184,-13.916569,-13.017904,3.1072364,-5.3765397,-9.72657,1.1095814
2015,-449.9077,174.25113,-1.947149,9.6594095,-4.1044035,-9.6438055,-2.4461443,-9.964924,-8.67452,1.9720356,-4.9489574,-5.720271,1.117939
2016,-489.53467,175.31017,5.215746,0.3627238,-6.4400864,-1.4766787,-6.28879,-2.3696458,-8.16098,5.6747866,-4.783871,-0.74062043,0.40236542
2017,-477.5353,169.5524,-3.0090208,8.845133,3.6622102,-4.6330795,-1.3420682,-1.8747847,-10.470832,2.74141,-2.1749976,-5.2204494,-2.1874866
2018,-585.4793,172.30032,36.064373,10.601494,11.057184,-8.619184,2.506833,-7.7464905,-9.076139,-1.0295495,-9.625815,-9.2061825,-2.8127582
2019,-542.77985,172.39572,19.903294,13.062448,16.808483,-1.3946259,0.51266193,-7.738348,-8.122273,0.94757724,-1.8571423,-3.9561083,-0.0352974
2020,-538.3755,167.88458,19.28991,2.9333143,13.897917,1.7835035,-5.415753,-11.138634,-5.530749,-0.84975094,-6.4329944,-7.194607,-1.5022115
2021,-496.94162,164.38948,-1.6129402,10.629158,1.6806307,-13.977065,-0.36839545,-5.8143797,-4.625394,2.4475896,-4.0089717,-5.569808,-0.5476666
2022,-612.23566,135.42082,33.98778,15.522785,13.065439,2.4649587,4.2628675,-2.4105194,0.24087164,4.4192405,-2.7579536,-2.2100081,3.5717728
2023,-544.14557,169.2057,22.300074,6.378829,11.947557,-1.9313824,-3.1510992,-6.417769,-4.9633727,0.6343449,-0.9037801,-1.2297059,0.5374395
2024,-570.7823,165.69939,33.05319,13.678026,13.895914,-0.6144428,3.247165,-6.924488,-10.126397,-0.8748304,-4.823956,-7.5434904,0.15969948
2025,-510.3593,174.9438,9.742071,19.286901,24.75301,-4.6875753,-5.604067,-9.7683735,-10.282895,-3.5767968,-8.85759,-11.337738,-4.4978175
2026,-530.3604,177.32098,15.796826,12.94985,8.239176,-13.670613,-0.99537975,-6.387814,-7.5271835,0.85130703,-4.862895,-5.4720182,0.94035995
2027,-515.29193,177.73422,6.8996496,9.003824,12.27609,-7.114014,-1.3403654,-11.444706,-10.901796,3.6771135,-1.6432805,-7.766851,-2.9087257
2028,-546.65924,155.77267,13.338918,15.101895,13.116888,-6.927279,-2.235288,-5.9423385,-4.717346,2.2590961,-3.7114167,-6.212133,0.4797091
2029,-607.79846,150.05965,39.04443,5.8175464,11.064555,2.2042947,1.5044305,-2.5110347,-0.8650802,3.7252305,2.7045085,0.51276755,1.2223339
2030,-536.3766,170.99254,17.926971,13.604504,12.855317,-6.191124,-2.9977531,-12.128665,-10.5763035,0.43813258,-6.3042717,-9.35752,-1.5589427
2031,-544.3583,164.25992,15.380619,9.697647,10.98322,-3.1519947,-0.20916691,-8.016657,-5.480706,1.7043228,-4.646634,-7.3327527,-3.6906583
2032,-545.1857,170.9165,13.881263,12.90851,17.997242,-4.9376564,-2.8544962,-11.937511,-8.611267,1.2951552,-5.5968328,-7.839123,-2.0024643
2033,-525.0639,167.06706,7.5048466,17.290096,17.314035,-7.8449984,-1.9311005,-5.5256467,-6.504425,1.0093746,-3.2984,-4.3580627,1.2159698
2034,-534.6313,174.8569,15.019033,12.7133,14.454373,-7.497864,-1.016413,-10.733667,-12.095952,3.8745112,-1.2483587,-7.838307,-0.11780677
2035,-534.77795,171.46988,14.652149,10.511762,9.8807125,-7.3205976,-0.35669693,-8.364425,-6.778932,5.561435,-0.13283667,-4.081698,0.29476008
2036,-536.0861,173.91647,21.458048,12.901096,13.049754,-6.0020514,-0.16925105,-5.8830967,-8.369243,0.23673087,-4.219223,-6.518974,-0.15017381
2037,-538.4277,168.2471,24.090427,7.844779,9.397659,-7.2161455,-7.008422,-7.3181105,-6.750283,-0.078432016,-2.5821023,-6.2182536,-2.5659084
2038,-534.0929,170.30115,19.051476,12.629176,14.885151,-6.3637004,-3.1351624,-4.2797093,-5.8064785,-0.02905578,-3.3790495,-5.1586485,0.5840006
2039,-513.9898,182.82317,11.244342,7.9584575,11.313239,-5.3746824,-2.4448757,-14.590918,-11.194606,2.4403484,-3.3732991,-4.4866457,0.25089213
2040,-536.48676,169.81358,23.518675,14.588931,12.453423,-2.3623576,0.6777204,-12.291252,-12.238993,1.6295146,-4.6466503,-8.489499,-0.7338396
2041,-518.15015,165.11823,16.4736,15.695782,5.347337,-8.951842,1.5281274,-9.419306,-9.575551,1.3466442,-5.749547,-7.1996922,1.0482563
2042,-502.0989,176.44644,0.78155446,11.770313,6.800269,-8.633941,3.495153,-8.532927,-10.391778,2.6648326,-0.7666185,-5.9442034,0.28865445
2043,-530.0751,181.59299,14.146816,6.041092,2.656141,-15.32336,0.6233032,-9.02416,-9.85787,2.0019822,-5.75379,-9.299832,-2.4892004
2044,-504.1729,176.87569,-0.22670723,7.706566,14.651691,-5.873236,1.6913233,-7.6188517,-10.118693,2.507587,-3.6554291,-6.0918703,1.8251383
2045,-561.2694,160.43199,24.805956,8.525489,10.881637,-4.4138355,-4.646201,-5.6829505,-3.7200177,-0.75376153,-2.3812966,-1.6636399,-0.8900788
2046,-583.94794,151.55489,36.118935,8.168371,8.826658,3.1068075,-3.6241288,-11.6289835,-5.67254,-1.5366409,-3.2888472,1.6575928,1.7127087
2047,-640.35406,142.01227,43.46687,10.395299,18.032764,1.7004969,2.7938666,-4.556881,-5.2919207,3.430946,-1.47545,0.951433,1.3705647
2048,-533.6184,168.4726,19.94285,11.997662,6.3752766,-7.178632,1.5678759,-9.903166,-11.165085,1.8289533,-2.8209243,-6.9572353,-2.1601753
2049,-538.19244,168.35747,17.709972,16.103638,6.020563,-13.17569,1.2859668,-11.137756,-13.3991785,2.3523886,-5.202154,-9.489124,-0.33766788
2050,-605.35596,159.736,32.591846,7.0777516,15.5323515,1.0622524,5.9708333,-8.880149,-8.340031,3.111379,-4.483173,-4.2538357,-1.9114214
2051,-541.24774,164.8452,17.134708,12.334762,9.615873,-3.5228248,-1.6475036,-15.433791,-8.926552,4.787335,-4.348341,-6.7167726,0.08136824
2052,-515.3696,179.1624,10.65916,7.1245165,9.4791765,-2.4711568,0.1179363,-16.194155,-11.267606,3.7767172,-3.0658472,-5.4327893,-3.0783198
2053,-516.22015,181.043,18.973797,4.36062,3.7913337,-5.454542,3.7854908,-7.6516423,-10.838333,2.046921,-2.6422,-7.2068253,-1.2923115
2054,-495.3866,179.18033,5.8309045,15.928552,9.065629,-9.110914,1.5227282,-13.947746,-13.024992,2.5821357,-6.3531847,-9.705337,-1.3695579
2055,-492.12418,177.19229,-0.101936355,16.37947,15.642592,-5.8420587,1.4793123,-10.688585,-7.895074,2.0955555,-9.944812,-9.194665,1.1170634
2056,-561.48676,155.7016,20.823376,8.238904,14.783432,-0.93569565,-10.289547,-11.666522,-3.1857338,-1.6625572,-6.5942373,-3.436752,-2.2638178
2057,-501.98456,179.1403,6.872781,8.795137,11.3785305,-4.887872,-5.552518,-16.526913,-10.872524,-2.7979646,-9.702154,-6.9909754,-2.4392295
2058,-503.36798,185.451,5.621315,6.541084,12.762832,-4.599861,-1.253062,-13.416518,-11.6546755,-0.12857611,-8.603258,-10.231765,-1.3302515
2059,-503.3961,172.6132,4.6738753,14.274534,14.102122,-5.8223233,-1.7039727,-13.245562,-11.379218,0.96880287,-5.8416677,-8.537609,-0.75533086
2060,-495.32498,172.77003,3.992945,18.695349,9.577809,-9.736208,0.025249012,-13.499869,-11.751619,0.3776675,-8.021876,-8.712548,-1.4222609
2061,-492.22012,188.15942,-3.1520555,1.9502978,16.439163,-7.2600102,-9.9169035,-14.310948,-8.780285,0.63499767,-4.4770575,-5.719142,-4.0103498
2062,-495.85178,181.15962,-3.992962,15.738419,18.999786,-7.7436185,-0.4648436,-9.274828,-9.85761,-0.73068076,-8.030146,-9.578029,-2.0502357
2063,-504.31308,183.19673,7.8998265,11.939702,22.409248,0.386265,-5.1535,-12.767686,-7.84875,-0.7618744,-7.7751613,-8.383993,-2.6411407
2064,-508.67606,165.842,4.7159085,11.569066,9.936553,-4.348053,0.9479114,-11.579414,-8.576662,2.9699545,-5.663822,-7.1060524,-1.565829
2065,-506.79495,185.67708,4.079277,-0.016908437,12.828109,-9.033841,-11.435661,-7.993031,-2.0734737,-2.8236682,-7.206934,-4.2190223,-4.4514675
2066,-526.37024,171.27855,6.6715913,30.758135,14.045459,-14.589144,10.442574,-9.444731,-11.812899,5.1294117,-8.161842,-9.264877,0.9917888
2067,-504.83194,186.91563,15.971768,2.6011882,8.780329,-3.0838535,-3.5578873,-11.537214,-8.033084,-0.08370738,-4.535931,-4.0827007,-2.6174417
2068,-538.656,181.05092,23.940706,4.646057,8.335508,-2.6136537,-3.6120918,-13.812838,-4.9811625,2.975016,-5.67248,-4.103518,-3.8041449
2069,-547.2167,164.63037,27.506306,11.21652,9.538303,-0.45950764,-1.5842859,-12.107414,-4.8837075,2.788571,-6.501655,-3.908331,-1.7169317
2070,-564.32635,175.02553,31.4152,12.393593,6.214141,-7.305746,5.0038314,-11.520537,-9.185486,3.6057668,-5.707653,-5.8718624,-2.847387
2071,-566.2234,169.69888,24.069384,16.329884,10.601517,-10.485348,7.71674,-7.5115685,-10.962958,2.0757987,-7.2186084,-10.538282,-1.5070813
2072,-560.98193,169.93633,27.86566,13.249667,12.822226,-3.670283,-0.18519533,-13.916809,-11.225166,-0.6649566,-8.255307,-7.4320564,-0.33685562
2073,-572.9019,166.42227,28.333273,21.00973,19.712992,-3.5960357,7.034753,-8.43761,-10.45825,4.8434854,-3.851002,-7.3364673,0.57523876
2074,-537.75385,181.43019,29.521767,23.512035,19.603151,0.97018117,10.157628,-2.1821148,-3.0855477,9.222441,-1.3322259,-5.754656,6.199349
2075,-544.61456,175.4127,20.199463,8.074388,5.7628307,-9.081065,2.6428084,-8.175061,-11.39131,-0.29945484,-4.7715898,-9.477845,-2.504696
2076,-547.1434,177.62532,19.282804,12.698284,10.414436,-8.571467,6.070761,-7.6644874,-9.114103,2.670668,-5.0963635,-6.6073155,-0.4467104
2077,-589.8117,163.85202,33.33236,10.99929,6.070002,-10.240046,8.642444,-0.3712668,-3.2801123,4.094487,-5.206755,-2.5007255,3.0187767
2078,-608.31555,159.09875,39.266174,17.364876,15.912798,-6.185343,6.123381,-2.566471,-6.069313,5.0470085,-6.073626,-5.3099813,1.0789568
2079,-588.5143,152.15625,44.209724,16.49403,7.264756,-2.59587,1.9278029,-6.955344,-10.40374,-0.63527626,-5.1577263,-7.36166,2.9415634
2080,-534.2052,172.90016,29.332167,14.668211,21.14871,4.231041,-1.2071757,-7.269459,-4.636101,3.9453468,-2.8620687,-5.2785134,3.0466886
2081,-519.59454,181.63379,10.936374,11.623482,22.069199,1.2022996,-0.96670085,-9.824574,-7.857536,2.073274,-4.3937006,-7.773464,-1.0582378
2082,-521.79645,175.43694,14.508064,4.390897,13.905841,-2.1677604,-3.5391746,-7.03104,-5.607529,-0.2911297,-5.873932,-7.6077266,-1.4401728
2083,-529.4546,167.80045,18.261393,6.203017,7.5553656,-3.217704,-3.6858044,-12.900905,-9.666323,-1.3646431,-9.211106,-10.712939,-2.3122368
2084,-545.6186,151.34453,14.94962,10.438113,11.998215,1.2640883,5.7975674,-6.7252827,-9.196004,2.0073872,-3.057376,-5.104734,0.81473464
2085,-556.47284,177.51889,34.25554,14.947296,9.218494,-9.405212,0.9161636,-6.231758,-10.68085,-2.9669588,-9.327572,-11.371783,0.3561482
2086,-520.9966,178.19348,20.56371,8.304316,11.3661995,-2.0093257,0.19722144,-11.721385,-13.549193,-2.2363358,-8.131963,-11.06837,-3.0911534
2087,-567.3692,153.16577,23.020262,7.5189347,8.251249,-2.8467069,1.6408858,-4.9945917,-8.75563,-0.30211946,-2.6523545,-6.9705935,-1.0155189
