,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
53,-472.7889,125.75633,-26.662174,7.6424174,-6.5486717,-0.8386181,-8.826144,-17.123354,-20.326979,-13.538271,-3.176947,-7.501613,-10.497566
54,-627.2786,159.76233,-10.04744,16.739943,6.665244,5.8814654,-8.137766,-6.675051,-11.742375,-11.870007,-8.664676,-9.378388,-5.093425
55,-522.7924,150.33022,-26.14527,4.456203,-5.1239214,-0.14167477,-5.179411,-15.894105,-18.399187,-18.7808,-7.708916,-5.343085,-8.506286
56,-536.8299,140.89377,-31.796925,8.646455,-5.4433928,-3.4344418,-11.69128,-10.310088,-10.367656,-11.593577,-7.0990767,-11.215773,-2.1933765
57,-532.80585,130.7737,-17.019085,3.8990052,-4.4763484,0.38725305,-8.336316,-14.035194,-13.42448,-9.3371,-4.3513403,-7.727716,-5.981943
58,-538.71466,127.87243,-11.767404,12.820591,-7.030966,-1.5756112,-6.6091576,-18.677885,-13.229999,-3.662356,-5.398501,-6.698913,-1.5075932
59,-598.1818,159.51126,-19.254776,23.908657,-0.5238779,2.835796,-10.403741,-9.595616,-12.750483,-12.867765,-8.833384,-9.690738,-3.9736226
60,-553.73126,164.17178,-23.387566,7.896107,-7.1952763,-1.932817,-5.233764,-22.544453,-19.278427,-9.158834,-6.0740023,-6.467122,0.41739324
61,-563.2782,164.20872,-17.884523,15.261624,-25.413544,-5.4517775,-11.437364,-5.129681,-7.9492154,-10.538771,-8.530889,-8.189184,-6.8416
62,-535.8435,133.10991,-23.322792,17.006235,8.739045,0.77482134,-16.409866,-20.119242,-10.62845,-15.257609,-11.64377,-9.203095,-9.417834
63,-638.432,158.57304,-5.2372565,15.733754,4.252537,6.272655,-7.420762,-13.679215,-11.361101,-4.9947333,-5.1671214,-1.7123095,1.9587663
64,-593.64044,161.90607,-18.521694,17.10679,-2.003435,4.0803766,-13.706708,-14.738466,-11.578987,-13.110267,-9.483144,-6.6033344,-8.015672
65,-512.89276,154.71765,-24.077454,0.1367451,-14.013791,-8.215187,-12.739179,-11.881406,-13.699418,-13.323573,-2.2537477,-4.7677627,-4.9715824
66,-585.3713,115.109535,-2.8450382,8.800245,-9.167729,-3.1551788,-1.0709883,-3.9847386,-10.805528,-7.5881476,-0.21524933,-4.858321,-1.5303091
67,-525.2239,122.9377,0.7870584,6.8328547,1.8613352,-9.043988,-10.433238,-9.29661,-12.232981,-8.858228,0.9948158,-4.942582,-8.510395
68,-517.76245,142.10992,-20.335274,9.40625,0.9993918,-5.5966816,-16.188118,-19.157396,-14.343975,-12.343371,-12.067125,-11.098061,-3.1903794
69,-631.99695,148.46164,-5.6975694,12.177666,-1.7344378,2.391953,-1.5411677,-9.166231,-13.237883,-8.120655,-1.5070355,-6.572479,-2.8002412
70,-579.83307,132.7076,-8.91612,13.406542,-1.4860562,0.8268046,-4.0530157,-14.1740885,-10.344188,-8.643765,-8.21956,-4.8074436,-4.708634
71,-600.41034,149.17824,-2.8265243,7.102024,4.856316,4.590568,-0.89827436,-8.085594,-12.762244,-10.252353,-3.532747,-7.356909,-3.5098295
72,-556.55225,152.923,-9.237576,7.1067123,-0.7076664,1.095929,-4.7831435,-15.553777,-13.859534,-11.846943,-10.3059635,-8.549582,-3.4276876
73,-534.55743,157.53262,-32.797134,10.11691,-6.581492,1.514604,-9.145406,-12.795954,-12.484249,-16.091217,-5.485529,-3.6461754,-7.1918993
74,-549.7316,147.34915,-20.037395,8.624217,-2.7362165,2.4616675,-5.056242,-16.737122,-16.393759,-13.385832,-9.474699,-6.006166,-2.6928318
75,-396.87595,144.44928,-40.811123,3.404674,-12.175195,-18.167418,-24.245989,-26.7735,-19.131844,-13.331274,-10.002141,-9.738293,-4.9059963
76,-617.3795,151.50847,-7.7335095,19.68072,2.8288171,5.275378,-7.062254,-8.871573,-11.897242,-10.427459,-8.225926,-7.911938,-2.35212
77,-478.26,139.27924,-21.749228,0.22853567,-10.607722,-14.519921,-13.098148,-15.160568,-15.44752,-14.350919,-8.786637,-7.7591515,-4.9131603
78,-396.71805,126.10011,-41.39695,2.0674944,-11.740182,-8.882155,-15.652836,-22.681774,-19.281721,-10.643788,-8.955219,-10.8617115,-6.5258813
79,-474.30463,147.0336,-41.880836,-5.1611366,-1.3244509,-12.052192,-19.147749,-11.579687,-16.392624,-20.92116,-5.222774,-4.991183,-7.5225763
80,-486.4618,131.7937,-33.063305,9.3899975,2.3956525,-8.533522,-16.57044,-16.470098,-15.874165,-16.220997,-3.6472094,-2.3014443,-5.991925
81,-490.2571,134.08333,-29.156517,3.8346574,-1.5845569,-10.288811,-14.223601,-17.18322,-15.02211,-16.225378,-3.9324183,1.9272368,-7.1912665
82,-452.95493,134.28418,-37.247944,2.7856114,-7.1308546,-13.63046,-19.233482,-8.122541,-9.798586,-18.450384,-6.2307796,-2.4992766,-5.0459237
83,-529.2585,142.68387,-29.883768,6.416265,-3.322707,-4.692005,-7.5709977,-21.235666,-19.188549,-6.506019,-2.407534,-11.1516695,-3.6276045
84,-580.1478,138.37936,11.18789,1.0116282,1.2095908,-3.0953145,-5.679189,-7.9838347,-8.08556,-6.119144,-5.494895,-6.6322627,-3.248121
85,-539.55536,176.94017,-15.16555,-8.97672,-1.8490007,-12.294813,-7.4290214,-7.550255,-15.653314,-9.436278,-2.3995144,-7.4803576,-5.3613315
86,-614.00494,172.05428,-25.975786,12.099896,15.600566,2.492569,-0.87463015,-8.171364,-17.151058,-9.231908,-0.10096163,-2.1415448,-10.2209635
87,-599.5554,158.77591,-16.92034,1.829315,6.453183,1.7742509,-0.013085597,-6.193301,-9.745652,-10.624875,-7.378793,-2.5369818,-2.591678
88,-621.1955,162.37741,-7.70085,17.483541,-2.0007405,1.2980846,-2.0550857,-5.749641,-16.885767,-11.184395,-6.541396,-6.629012,1.2602469
89,-534.3705,164.05162,-35.25624,6.2610016,-1.3556465,-11.882017,-7.3689637,-9.40892,-10.745318,-15.196319,-15.451654,-4.674413,-3.4350739
90,-549.6752,157.65123,-23.5685,-1.3134418,-1.9668453,-14.861876,-3.7705636,-7.498177,-14.558625,-12.268807,-6.220425,-1.1008756,-4.152908
91,-579.59955,155.3743,-11.831681,5.9521093,8.387943,-8.669905,-0.67447656,-6.293125,-17.10014,-11.66161,-7.422498,-5.9075255,-5.5320873
92,-614.6442,168.91464,-16.918009,11.340248,-1.6598729,-2.998708,-2.5528417,-6.230472,-4.862015,-7.507101,-9.249033,-1.4773173,-1.448148
93,-621.5724,174.30591,-12.718459,5.6679196,4.3057866,3.531735,-2.8132756,-12.59727,-15.372406,-6.9546127,-5.608175,-1.8928843,-2.4738646
94,-653.57104,164.08105,-3.2470806,5.233266,4.3291655,-2.368836,-6.366252,-2.269899,-4.7238393,-8.305501,-9.593847,-1.6691716,3.7046537
95,-568.2106,156.44142,-29.610182,20.819567,-3.512888,6.276734,-6.4861455,-5.8215814,-14.173501,-5.1854405,-4.180228,-4.3920984,-5.1238
96,-650.59686,148.41115,-4.622349,14.082723,2.083123,7.760566,-1.6486665,-7.976193,-14.814246,-5.1126413,-0.66691715,-5.9215326,-3.7322469
97,-567.7457,146.64522,-32.73977,16.363008,-10.599339,6.6771116,-4.3912272,-1.621322,-11.032057,-3.01965,-5.3864727,-0.5842612,-0.57911456
98,-584.22345,151.79878,-29.794641,21.779211,-3.5126622,4.988458,-4.4529195,-4.1520877,-11.010551,-5.41991,-5.6848316,-1.5883701,-0.55885196
99,-575.00665,157.95987,-23.209496,17.416563,-11.45897,1.489845,-7.928353,-0.9575262,-11.910138,-8.034582,-5.595456,-0.70076793,-0.35953927
100,-548.53107,164.00471,-21.879019,23.239067,-10.250523,3.0923412,-8.053164,-7.377857,-19.00291,-6.5077367,-7.4711847,-4.516535,-5.1617727
101,-527.57684,183.16849,-20.217875,-1.2831194,-1.0531129,-11.828672,-4.514003,-11.614893,-14.447111,-10.708879,-10.5908985,-7.0966043,-7.429982
102,-594.8013,132.8497,-3.251695,7.656708,9.605041,1.7010484,1.3471572,-3.6413026,-6.275884,-7.44127,-3.9497836,-2.247343,-7.310332
103,-654.09406,152.88965,4.2725987,17.411007,-1.6470908,1.3968772,-1.6924219,-3.7597992,-11.792731,-6.283092,-3.9303067,-5.293975,0.495023
104,-600.7979,159.9242,-24.792189,19.630753,5.381679,4.8455744,-0.7202235,-6.582228,-7.0542946,-9.981698,-6.058649,-2.2190223,-6.2687964
105,-637.2092,162.87411,-8.307305,12.354925,7.5026746,2.8224316,-0.5697895,-4.202686,-8.437542,-4.700141,-4.6333194,-1.4455278,-5.058259
106,-564.9472,156.08969,-24.353258,-3.9135277,-1.7552891,-10.767422,-3.5339847,-3.2638078,-9.11917,-7.709468,1.8193414,-0.8399059,-1.8850223
107,-579.1954,185.34305,-28.519373,9.742047,0.4291005,-10.322856,-7.029095,-3.8075278,-5.4203095,-8.891954,-8.301932,-3.0978858,-1.0765146
108,-626.0883,167.3344,-18.703657,6.854415,6.1757483,2.9993615,3.5022817,-5.3641353,-12.95145,-3.2203703,-2.647686,-4.1215944,-2.2888248
109,-650.3415,158.41432,3.5640624,12.361246,-6.6137466,-2.253301,-2.447891,-7.0971465,-12.227684,-2.4650683,-2.4503264,-7.2002544,-0.0396737
110,-606.6031,178.5663,-16.477259,7.1674047,-3.2079225,-6.685659,0.4297302,-5.0157337,-11.084591,-4.02242,-5.533712,-9.435035,-3.1956894
111,-565.7696,179.76706,-34.640316,6.3157,9.4076605,0.07504053,-5.665048,-12.126258,-13.755951,-15.182287,-9.256947,-6.67366,-9.601831
112,-579.7248,164.41302,-20.486525,-1.0107783,7.57285,-1.728105,-2.2859554,-11.410188,-10.397151,-8.602691,-6.4720354,-1.3158534,-2.7850404
113,-550.9107,171.27419,-40.81071,1.624889,6.610107,-1.3630952,-9.024689,-10.895633,-9.334755,-8.119357,-4.155956,-0.15854129,-1.8106554
114,-545.78546,163.13667,-17.204256,-7.036874,5.8740506,-10.18641,-12.821592,-11.445431,-11.275206,-9.1803875,-6.587799,-4.1745315,-3.9253879
115,-542.2366,167.67737,-34.7008,-2.5315173,4.5191283,1.0592864,-6.8953447,-17.77415,-19.636597,-12.583495,-5.2788053,-3.4834754,-5.6278
116,-552.5055,156.49661,-19.52905,1.8666395,0.820415,-6.9433975,0.8699396,-9.602122,-15.0332775,-10.907172,-6.2803755,-5.949346,-6.8439107
117,-557.4419,172.39966,-13.2583065,0.9130958,0.03094978,-10.0623455,-5.9407535,-8.5157175,-7.6923213,-12.625301,-10.742453,-3.453175,-3.4222398
118,-625.08655,154.34372,-10.64358,12.461856,-3.8045657,3.0975642,-3.8852499,-4.0479937,-15.256741,-3.917334,-1.8919879,-7.6866746,-1.003533
119,-579.482,168.60255,-19.982485,0.5618351,6.103136,-4.398887,-3.9887257,-15.533276,-14.871595,-7.242432,-6.070452,-3.8098612,-0.5000565
120,-542.3068,172.6366,-20.438107,-3.2777476,5.938672,-9.028614,-10.168849,-10.62985,-5.1183186,-7.8769865,-10.225165,-2.6841874,-1.6477398
121,-519.7789,165.53336,-25.971474,-3.8437283,17.223215,-7.294976,-19.168509,-13.270473,-15.461885,-16.287008,-0.35554338,1.0423733,-4.1539273
122,-590.325,158.78876,-23.42087,12.902253,-0.10604058,5.170437,-12.259614,-5.8408556,-19.153746,-8.071518,-7.2878685,-14.402387,-4.3221755
123,-533.4208,163.87798,-28.305353,-0.3624647,-1.3129944,-13.001934,-4.900017,-7.063371,-15.351223,-12.061987,-2.1385157,-4.984872,-5.5427814
124,-608.55334,164.40778,-2.2136922,-2.0958526,1.9020118,-6.234156,-2.4516115,-3.5629516,-8.913349,-10.157451,-3.4043603,-2.6247246,-3.9971452
125,-531.37494,171.29593,-31.634483,11.406719,-4.9078994,-7.443729,-8.050844,-17.517017,-20.77661,-9.951839,-4.203538,-5.756385,-4.073811
126,-566.3346,164.56085,-16.179358,1.62146,2.798284,-3.667131,-3.5109413,-15.67811,-18.542948,-7.102344,-3.2346563,-2.3192701,-2.7084162
127,-603.5503,131.95064,9.610224,0.82554144,5.902262,1.0048947,-1.0620629,-7.316769,-10.176361,-7.133855,-4.2019534,-2.2928,-2.3631856
128,-564.60645,181.25482,-28.296637,10.723989,6.093023,-6.0176125,-6.145746,-18.660576,-14.617563,-13.391837,-10.228114,-5.7185287,-7.240312
129,-553.0797,179.32275,-30.81146,3.3568676,5.1981845,-8.381904,-6.0006514,-18.45903,-21.680967,-9.902706,-2.8011289,-4.536845,-6.105334
130,-587.178,120.28927,4.745145,3.6477327,5.5844436,-0.1680996,1.4606978,-5.0640483,-8.308569,-6.9886994,-3.7229426,-1.1053809,-3.043205
131,-546.8425,144.15411,-18.440691,-1.2964553,0.124724135,-7.33566,-4.258406,-4.943167,-8.544688,-7.356178,-4.738051,-2.6371272,0.083527885
132,-550.0868,157.48225,-20.376299,4.897903,0.10402869,0.04750348,-17.880299,-16.182257,-13.813592,-13.491818,-2.2734158,-6.1829515,-3.285566
133,-533.37396,180.18758,-28.828398,0.9366772,2.7548606,-5.2169704,-8.163616,-17.218603,-14.088085,-11.753236,-7.536835,-4.330575,-6.019707
134,-563.9981,161.88464,-17.855341,8.623087,7.925658,-0.91314554,-9.1618185,-13.203076,-10.73279,-9.393662,-6.3524585,-2.7089498,-3.7106085
135,-517.4761,179.4437,-35.26914,-6.93155,7.38881,-5.624781,-15.049432,-16.493841,-13.605772,-10.17689,-3.1271093,-2.097811,-2.4259698
136,-572.14307,164.79417,-27.947075,1.0644137,13.195564,-7.201931,-10.700291,-8.836175,-9.916499,-12.526433,-5.381676,-2.251451,-3.95093
137,-569.3313,166.25334,-23.78785,-0.07387212,14.702993,0.06158525,-8.219225,-15.249541,-14.451303,-11.442945,-6.345462,-1.4665468,-2.7822945
138,-586.2505,174.1662,-24.386301,9.601057,3.9958773,-7.3341327,-11.038106,-9.454103,-7.210408,-7.097892,-6.0210743,-4.725153,-4.123869
139,-546.1149,159.47234,-13.139011,-3.6131246,5.6777806,-6.869503,-11.670443,-12.346687,-11.470048,-10.5477295,-8.6429405,-4.9987187,-3.3642108
140,-538.2493,167.4187,-13.483677,-3.484493,2.3992429,-12.517692,-13.628181,-11.820588,-7.4497485,-12.765204,-10.891832,-0.4119718,-1.3481561
141,-526.8106,148.50986,-4.2937765,-4.7311034,3.4771206,-12.236623,-14.855557,-11.402482,-8.135511,-12.122655,-12.782952,-0.86516094,2.1651125
142,-544.31165,180.20149,-21.519348,-12.710959,-10.778385,-13.843029,-10.375845,-10.769393,-7.7723966,-6.626847,-4.692923,2.3687692,1.0655677
143,-563.85876,177.83774,-25.653683,0.6564239,0.024054082,-11.964428,-9.077529,-10.708189,-7.617082,-5.571926,-2.686509,-0.54317325,-3.3615139
144,-635.733,166.0327,2.3661041,15.670554,0.24077484,-3.014474,-15.396043,-10.891028,-8.337766,-8.255486,-10.07661,-3.7980545,4.7329063
145,-624.7886,163.3857,-6.5216703,7.708514,0.83600295,-5.076457,1.6508489,-3.1131291,-6.831015,-5.4139867,-2.5349567,-0.32075256,-1.5798967
146,-604.7481,152.39691,-2.8421211,4.154206,1.1447219,-4.3032913,-0.31655905,-3.2680533,-6.135194,-5.421206,-1.4069476,-0.3726393,-4.869232
147,-593.3621,153.58081,6.215456,5.9151015,-1.2632123,-10.03485,-4.8834424,-0.60176456,-3.5360765,-6.477327,-3.431338,-2.3494315,-0.10682201
148,-634.97815,166.48677,-1.1994758,11.481835,0.15362863,-1.706599,-17.672619,-14.783153,-7.8298426,-5.975969,-5.481558,-6.4024696,-0.603148
149,-565.7485,194.39774,-19.221828,-5.357659,-7.9351797,0.3330013,-3.4987135,-6.961018,-14.420523,-17.114338,-6.18381,-1.1368859,0.27720207
150,-599.1828,181.89845,-9.864088,10.508251,-1.6466147,-4.477012,-3.3230276,-2.1177404,-10.291769,-8.468315,-5.6276383,-3.9365358,-0.28929362
151,-581.97974,169.94337,-14.174393,12.355515,9.88898,-8.740425,-19.169983,-14.248288,-4.407145,-3.180012,-1.8008692,-1.1424658,-2.4501874
152,-597.1589,173.27003,-18.91996,14.740785,3.346888,-7.1413364,-12.340838,-11.021142,-12.197758,-4.346119,-1.7496885,-1.3122865,-1.9295977
153,-565.10315,176.32126,-9.844708,18.602568,-11.084062,-7.7966924,-2.9674008,-12.384127,-15.242609,-6.555725,-8.862989,-7.7797875,-0.28086367
154,-568.6285,176.77081,-10.51149,4.370814,-6.973634,-9.349717,-5.995713,-9.990874,-14.120316,-4.173694,-2.5140405,-3.230469,2.8850315
155,-586.4069,158.24547,-13.738892,21.196499,-0.2901076,1.6169372,-17.587488,-18.785114,-11.5981455,-11.401001,-6.9786415,-6.0131516,-6.1452436
156,-542.49457,175.98376,-18.311094,2.6407943,10.709736,-10.078637,-15.358179,-19.51745,-13.528459,-12.405118,-12.444265,-6.5287476,-5.8940644
157,-541.1562,145.6197,-11.559298,7.2659197,2.6495543,-11.781065,-10.85119,-9.092364,-11.930865,-16.271938,-8.427844,-3.4184687,-3.7968783
158,-544.0861,171.55318,-23.992577,3.739546,4.1153584,-11.108802,-15.864397,-16.783045,-14.865306,-11.955427,-3.619991,-4.23724,-6.0912733
159,-600.22925,171.98772,-4.0688715,17.726973,-9.665353,-5.681979,-13.102784,-15.15746,-18.39574,-9.142826,-2.2912498,-7.679666,-4.0996795
160,-576.3487,180.94106,-10.502977,4.6143274,9.59345,-13.04301,-18.182451,-19.198883,-8.373337,-7.5110383,-12.652939,-9.067299,-8.350809
161,-590.0686,168.34543,-9.331828,3.8262658,4.1164403,-11.378249,-13.71077,-10.731506,-10.427507,-6.22209,-4.4431224,-3.6400592,-2.2913568
162,-553.0793,175.89365,-6.8900857,-3.5280607,-1.3499966,-18.21959,-13.066721,-10.331784,-11.1722765,-8.218957,-8.884652,-6.896668,-1.3028224
163,-565.88275,173.40515,-15.582477,12.874691,0.40706882,-16.981928,-11.770628,-5.8136907,-9.949194,-13.323774,-8.338305,-7.5293818,-8.520301
164,-581.1747,179.6963,-23.853867,10.747023,1.4119235,-6.756207,-11.925023,-9.201558,-12.111396,-9.973275,-2.6098819,-1.4193224,-5.259317
165,-558.3081,158.8309,-26.44893,26.834887,4.6853304,-7.125919,-9.716767,-13.837675,-10.878949,-9.94615,-8.717688,-4.8031025,-6.7504783
166,-660.6487,148.59271,2.343334,17.870068,2.2784517,11.007586,4.8154006,-2.9736822,-3.9579625,-1.6725777,-6.474787,-5.6200743,-1.8450466
167,-570.88495,163.13,-12.218698,6.2446084,-0.46323532,-17.929173,-5.884097,-5.4493055,-11.352931,-7.2887983,-4.811716,-5.318721,-3.4920723
168,-565.0304,177.8597,-20.28689,3.7912593,1.7872086,-5.11179,-11.615999,-16.5561,-11.577578,-10.044444,-5.884054,-6.6425753,-7.079462
