,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35
1189,-525.54913,131.85246,-0.1354147,2.6391363,-12.622802,-6.12424,-12.305621,-9.609702,-9.89367,-10.843015,-2.8567705,-9.0351515,-1.8492429,-657.4016,131.98787,-2.7745516,15.26194,-6.4985623,6.1813817,-2.6959188,0.2839689,0.9493439,-7.986244,6.1783805,-7.1859083,-789.3895,134.76244,-18.036491,21.7605,-12.679943,8.8773,-2.9798875,-0.66537505,8.935588,-14.164625,13.364288
1190,-498.29367,146.55133,-0.038353514,6.9579625,-7.217258,-6.924219,-18.238613,-13.065825,-9.756716,-3.95558,-1.9125552,-10.186203,1.1223235,-644.845,146.58969,-6.996317,14.175221,-0.293039,11.314395,-5.1727886,-3.309109,-5.8011365,-2.043025,8.273648,-11.308527,-791.43475,153.586,-21.171535,14.468261,-11.607434,16.487185,-1.86368,2.4920278,-3.758111,-10.316673,19.582174
1191,-512.0597,124.74918,-4.372377,12.199642,-5.3979063,-5.7599244,-20.051365,-13.876674,-10.44053,-9.425993,-2.202717,-11.178813,-2.6912682,-636.8088,129.12155,-16.57202,17.597548,0.36201805,14.29144,-6.174691,-3.436144,-1.0145364,-7.2232747,8.976096,-8.487545,-765.9304,145.69359,-34.169567,17.23553,-13.929422,20.466133,-2.738548,-2.4216077,6.2087398,-16.199371,17.46364
1192,-502.9439,134.1841,-1.2535213,8.913962,-12.91074,-2.5103312,-21.42609,-18.637573,-12.612243,-8.928513,-3.40737,-12.657847,-2.5208051,-637.12805,135.4376,-10.167484,21.824701,-10.400409,18.915758,-2.7885172,-6.0253305,-3.6837296,-5.521142,9.250478,-10.137043,-772.5657,145.6051,-31.992188,32.22511,-29.316166,21.704273,3.2368138,-2.3416011,1.837413,-14.771619,19.387522
1193,-501.82388,125.58707,-5.7800117,12.914794,-5.8362308,-4.607008,-22.490412,-9.415552,-8.637657,-13.134472,-5.5820775,-11.407186,-5.6393914,-627.41095,131.3671,-18.694805,18.751026,-1.2292237,17.883402,-13.074859,-0.77789545,4.496815,-7.5523944,5.825108,-5.7677946,-758.7781,150.06189,-37.445827,19.98025,-19.112629,30.95826,-12.296964,-5.2747107,12.0492115,-13.377503,11.592902
1194,-481.93024,129.23637,-18.847431,-1.748764,-9.307725,-0.011249303,-12.014649,-5.529531,-1.57854,-6.4720783,-2.0712237,-5.212059,-5.326476,-611.1666,148.0838,-17.098667,7.558961,-9.296475,12.003401,-6.4851193,-3.9509907,4.8935385,-4.4008546,3.140835,0.11441699,-759.2504,165.18246,-24.657627,16.855434,-21.299875,18.48852,-2.5341282,-8.844528,9.294393,-7.54169,3.0264182
1195,-516.147,124.15475,0.78554046,14.579841,-5.764724,0.016568283,-14.832917,-12.323415,-7.941108,-2.7143967,-4.119238,-8.04154,-2.4516683,-640.30176,123.3692,-13.794301,20.344566,-5.781292,14.849486,-2.5095036,-4.382305,-5.226712,1.4048415,3.9223015,-5.5898714,-763.67096,137.16351,-34.138863,26.125856,-20.630777,17.358988,1.8728013,0.84440655,-6.6315527,-2.51746,9.512175
1196,-516.40076,133.75249,5.827021,12.434535,-11.330144,-7.29168,-10.789467,-4.8693075,-8.260039,-6.4293523,-0.41628724,-6.734251,-4.136452,-650.15326,127.92546,-6.607515,23.76468,-4.038463,3.4977868,-5.920159,3.390732,-1.8306879,-6.0130634,6.317964,-2.5977988,-778.07874,134.53297,-30.372194,27.803143,-7.53625,9.417946,-9.310891,5.22142,4.1823764,-12.331027,8.915763
1197,-514.9067,142.10666,4.954612,5.6578474,-6.2975054,-6.979405,-15.907472,-13.2405815,-6.4713006,-4.5110455,-1.0351831,-8.03223,0.47748864,-657.01324,137.15204,-0.70323515,11.955354,0.68189836,8.928067,-2.66689,-6.769281,-1.9602554,-3.4758623,6.9970465,-8.509719,-794.1653,137.85529,-12.658589,11.273456,-8.246168,11.594957,4.1023903,-4.8090253,1.5156071,-10.47291,15.506765
1198,-514.10657,135.29071,-2.7311802,9.998754,-7.6213045,-9.049929,-13.367354,-11.553199,-6.4431767,-5.8769507,-4.9571767,-5.9171033,-1.1655722,-649.3973,138.02188,-12.729933,17.62006,1.4286238,4.3174257,-1.8141555,-5.110022,-0.5662261,-0.9197743,0.95992666,-4.751531,-787.41925,150.75182,-30.349993,16.191435,-2.8888025,6.131582,3.2958667,-4.543796,0.35354835,-1.8797011,5.711458
1199,-503.51898,138.12984,-3.0810478,6.034747,-10.445151,-5.816018,-13.110501,-8.5755205,-9.863632,-8.15495,-1.2794225,-4.953474,-2.2569525,-641.6488,141.21088,-9.115796,16.479898,-4.629133,7.294482,-4.5349803,1.2881129,-1.7086824,-6.875528,3.6740513,-2.696521,-782.8598,150.32668,-25.595694,21.10903,-11.923615,11.829463,-5.8230925,2.9967954,5.1668463,-10.549581,6.370572
1200,-531.82227,128.11026,1.155178,8.551266,-2.3431423,-2.964926,-10.1390295,-7.3497205,-5.472077,-2.440315,0.04439635,-6.2835736,-2.944227,-659.93256,126.955086,-7.3960886,10.894408,0.6217841,7.174104,-2.7893097,-1.8776433,-3.0317621,-2.4847114,6.3279705,-3.339347,-786.8876,134.35118,-18.290495,10.272624,-6.5523205,9.963414,-0.911667,1.1541184,-0.5470505,-8.812682,9.667317
1201,-508.446,119.56138,-11.327276,16.176012,-2.8195848,-4.2977467,-9.499991,-2.3305938,-6.765812,-2.5984435,3.3281894,-6.6651454,-4.856459,-628.0074,130.88866,-27.50329,18.995598,1.4781624,5.2022448,-7.169398,4.4352183,-4.1673684,-5.9266334,9.993335,-1.8086861,-758.89606,158.39197,-46.498886,17.517435,-3.7240825,12.371642,-11.604617,8.602587,1.7592645,-15.91997,11.802021
1202,-508.87936,130.63289,-6.419223,12.348411,-5.6699796,-3.602321,-10.098639,-10.772474,-4.9033,-2.618202,-0.85270554,-7.264902,-4.7284,-639.51227,137.05211,-18.767635,18.018389,-2.0676582,6.496317,0.6738356,-5.869174,-2.285098,-1.7654964,6.4121966,-2.5365021,-776.5644,155.81975,-36.786022,20.086048,-8.563975,5.8224816,6.54301,-3.5840762,-0.5196019,-8.177693,8.948699
1203,-502.48923,127.730934,-2.522777,11.573409,-8.759803,-0.097485326,-13.128053,-7.1073174,-8.158447,-5.6485105,0.36821687,-6.6536336,-4.1576204,-630.22015,130.2537,-14.096187,20.33321,-8.662318,13.030568,-6.0207367,1.0511289,-2.509936,-6.0167274,7.02185,-2.496013,-760.4738,144.3499,-34.429398,28.995527,-21.692886,19.051308,-7.0718656,3.561065,3.506792,-13.038578,9.517863
1204,-497.63443,121.47868,-14.751716,18.658676,-4.372973,-6.4040527,-14.847269,-0.6174754,-4.5883,-7.954403,-0.59585845,-5.96198,-2.9429018,-619.1131,136.2304,-33.410393,23.031649,2.0310795,8.443215,-14.229793,3.9708242,3.3661022,-7.3585434,5.366122,-3.0190787,-755.3435,169.6408,-56.44204,21.000568,-6.4121346,22.673008,-18.200617,0.60472244,10.724646,-12.724666,8.385201
1205,-504.16577,128.21825,-3.2260566,18.585844,-2.348581,-0.0146381,-16.1709,-9.676079,-5.02957,-6.847228,-1.516211,-7.786426,-3.4787388,-632.38403,131.44429,-21.811901,20.934425,-2.3339431,16.156261,-6.4948215,-4.6465087,1.8176577,-5.3310175,6.270215,-4.307687,-763.8283,153.2562,-42.74633,23.26837,-18.490206,22.651085,-1.8483127,-6.464166,7.1486754,-11.601233,10.577901
1206,-504.01886,131.7185,-7.8445463,12.888296,-3.0782096,-5.144196,-16.020174,-4.3205795,-2.0764217,-6.5396647,-2.2917402,-8.017354,-3.3674436,-635.7373,139.56305,-20.732843,15.966506,2.0659862,10.875978,-11.6995945,-2.2441578,4.463243,-4.2479253,5.7256136,-4.64991,-775.3005,160.2959,-36.69935,13.900519,-8.809994,22.575573,-9.455438,-6.7074013,8.711167,-9.973537,10.375524
1207,-482.71945,142.71739,-10.156692,6.774591,-8.392377,-9.228715,-16.001371,-9.193092,-8.0147705,-8.183613,-2.607535,-9.378761,-2.5480623,-625.4368,152.8741,-16.931282,15.166967,0.8363389,6.772656,-6.808279,-1.1783208,0.16884172,-5.576078,6.7712264,-6.8306994,-778.3109,169.80536,-32.09825,14.330628,-5.9363174,13.5809355,-5.629959,-1.3471622,5.7449203,-12.347305,13.601926
1208,-546.5368,118.062935,-0.9044746,7.270553,-2.6497808,-0.10978327,-2.822772,-2.955438,-1.4096014,-1.8361295,0.5509826,-4.3261247,-2.6822479,-664.5998,118.96741,-8.175028,9.920334,-2.5399978,2.712989,0.13266537,-1.5458362,0.42652786,-2.387112,4.877107,-1.6438766,-783.56714,127.14244,-18.095364,12.460331,-5.2529864,2.5803237,1.6785016,-1.9723642,2.8136399,-7.2642198,6.5209837
1209,-467.7723,116.83026,-20.076694,13.618165,0.42759106,-2.8901494,-17.178328,-9.268307,-4.9933457,-10.003299,-3.4857566,-8.195669,-7.30661,-584.6026,136.90698,-33.694862,13.190575,3.317741,14.288178,-7.9100204,-4.274962,5.0099535,-6.517543,4.709913,-0.88905925,-721.5095,170.60184,-46.885437,9.872834,-10.970438,22.198198,-3.6350582,-9.284916,11.527495,-11.227455,5.598973
1210,-519.8607,134.57379,3.4568245,18.02885,9.895026,3.6087475,-14.489142,-12.086271,-2.0720422,-7.3961678,-1.5558594,-5.671406,-4.6788,-654.4345,131.11697,-14.572025,8.133824,6.2862782,18.09789,-2.4028707,-10.014229,5.324125,-5.840308,4.1155457,-0.992606,-785.55145,145.68901,-22.705849,1.8475449,-11.811612,20.500761,7.61136,-15.338355,11.164434,-9.955854,5.108152
1211,-492.031,135.45341,-10.065598,4.951863,-13.796435,-2.1740813,-17.08298,-15.910397,-8.273628,-1.8006916,-0.49707434,-7.5759892,1.3673942,-627.48444,145.519,-15.017458,18.748299,-11.6223545,14.908897,-1.172582,-7.636769,-6.472936,-1.3036174,7.0789156,-8.943384,-773.0034,160.53647,-33.76576,30.370651,-26.53125,16.08148,6.4641857,-1.1638324,-5.1693187,-8.382533,16.0223
1212,-548.6788,107.5517,-3.0703225,22.632545,5.4380007,-0.5849142,-4.66406,2.1741514,-0.8753534,-4.2551546,-0.8815961,-6.1628366,-3.2814841,-656.2304,110.62201,-25.702868,17.194544,6.0229154,4.0791464,-6.8382125,3.0495045,3.379801,-3.3735583,5.281241,-2.8813527,-766.85254,136.32487,-42.897415,11.17163,1.9437691,10.917358,-9.887715,-0.33029577,6.753359,-8.654799,8.162594
1213,-498.5514,132.34644,-6.5751886,13.412393,-3.735096,-5.84982,-15.2577,-4.7212543,-7.5777307,-10.491626,-1.56025,-8.026894,-5.4222555,-630.89777,138.92162,-19.987581,17.14749,2.114724,9.40788,-10.536447,2.856477,2.913894,-8.931375,6.466644,-2.6046395,-769.81946,158.90923,-37.13507,15.0327635,-7.2931557,19.944326,-13.392923,-0.057417512,11.845268,-15.39802,9.071282
1214,-511.61084,128.989,-7.6818223,14.867171,-1.257852,-8.077915,-15.308872,-7.300688,-5.536431,-7.6737366,-2.7927637,-9.527821,-4.3315377,-640.59985,136.67082,-22.548996,16.125023,6.820063,7.230957,-8.0081835,-1.7642567,2.1373048,-4.880973,6.7350564,-5.196283,-777.2707,159.21982,-38.67402,9.30496,-0.4108932,15.239141,-6.2439265,-3.9015617,7.0182776,-11.61603,11.931339
1215,-522.8107,115.74255,-7.2066064,14.485106,-1.5257667,-1.3744891,-12.991771,-4.5237775,-5.919316,-7.3586106,-1.1730528,-7.5584183,-3.960291,-638.55334,122.94916,-21.691715,16.010874,-0.15127762,11.617283,-8.467993,1.3955386,1.4392946,-6.1855583,6.385365,-3.598127,-761.50244,144.64088,-37.702587,16.162153,-11.768559,20.085276,-9.863532,-0.043755762,7.624852,-12.570922,9.983491
1216,-500.5841,149.04611,-19.1817,6.127519,-17.873407,-2.3687983,-14.5974045,-8.447815,-8.31514,-13.865221,-3.8881297,-4.578722,-6.693232,-649.6301,168.2278,-25.30922,24.000927,-15.504611,12.228607,-6.1495914,-0.13267457,5.5500813,-9.977091,0.6905921,2.11451,-817.858,193.53702,-49.310146,39.50554,-27.73322,18.378199,-6.0169163,-5.6827555,15.527171,-10.667684,-1.4239179
1217,-503.1065,131.3026,-16.143942,12.8347025,-18.22959,-1.7087085,-13.637087,-15.352399,-9.156545,-11.15124,-4.004451,-2.515713,-3.832405,-634.40906,147.44655,-28.978643,31.064293,-16.520882,11.928379,1.7153116,-6.1958528,1.9946957,-7.1467896,-1.4887373,1.3166918,-781.85565,176.42519,-60.04293,47.585175,-28.449259,10.213066,7.9111648,-8.190549,9.141485,-5.658053,-2.805429
1218,-505.8852,133.03429,-20.402208,11.444662,-5.7351327,0.34445536,-20.235186,-11.87946,-8.100379,-11.3785305,-0.23765695,-4.412336,-7.9575706,-638.91943,153.43648,-31.846872,17.179794,-6.079588,20.579643,-8.355725,-3.7790833,3.278152,-11.140873,4.174679,3.5452342,-792.356,185.28336,-49.026665,23.259382,-26.659231,28.935368,-4.5766425,-7.0572352,14.419024,-15.315551,0.62944454
1219,-505.30807,144.06056,-11.600578,-3.4164696,-8.3528185,-4.6540823,-17.376831,-10.60062,-6.643421,-14.516725,-0.8757367,0.05446545,-8.5146885,-649.3686,155.66115,-8.184108,4.936349,-3.6987362,12.722748,-6.776212,-3.9571984,7.8733034,-13.640988,-0.93020225,8.569154,-805.0297,163.84526,-13.120457,8.635085,-16.421484,19.498962,-2.8190136,-11.830502,21.514292,-12.710786,-9.499356
1220,-475.8262,134.40282,-15.759854,0.2361858,-16.571228,-2.470162,-14.235051,-9.042202,-8.085069,-12.651981,-2.495978,2.0360868,-3.6288564,-610.22906,150.16267,-15.996039,16.807413,-14.101065,11.764889,-5.1928477,-0.95713407,4.5669136,-10.156003,-4.532065,5.6649437,-760.39166,166.15872,-32.80345,30.908478,-25.865955,16.957735,-4.2357144,-5.524047,14.722918,-5.6239386,-10.197008
1221,-493.29263,136.26892,-14.015812,9.914558,-12.617162,-1.1873933,-18.650873,-16.959772,-6.952922,-12.566106,-8.921022,-2.1065528,-5.936181,-629.5616,150.28473,-23.93037,22.531721,-11.429767,17.46348,-1.6911033,-10.006848,5.613184,-3.6450827,-6.8144703,3.8296278,-779.8463,174.21512,-46.46209,33.961487,-28.89325,19.154585,8.315744,-15.620033,9.258266,3.1693873,-10.644098
1222,-450.3025,138.69376,-28.651728,17.405018,-16.241255,-5.3256593,-25.237225,-16.631758,-9.989036,-12.840911,-6.491141,-7.3106523,-9.689165,-588.9962,167.34549,-46.056744,33.64627,-10.915596,19.911564,-8.605465,-6.642722,2.8518746,-6.349769,0.8195108,2.378512,-756.34174,213.40222,-79.70302,44.561867,-30.82716,28.51703,-1.9627436,-9.494597,9.201644,-7.1692805,-1.5590011
1223,-486.47296,134.92393,-19.504454,21.823954,-16.465796,6.1249366,-18.560429,-11.9243765,-9.834152,-10.779265,-5.4204917,-3.4599907,-6.0468993,-621.3969,154.4284,-41.328407,38.289745,-22.590733,24.685366,-6.6360536,-2.0902252,0.9451131,-5.358773,-1.9605005,2.5869086,-775.8253,195.75679,-79.61816,60.88048,-47.276096,31.321419,-4.545829,-3.0353382,6.3038864,-3.3982728,-4.547409
1224,-477.8278,137.8134,-23.28119,7.4233446,-17.69253,-5.335037,-18.297577,-9.1877575,-5.2565017,-10.806573,-5.755357,-4.220651,-8.711005,-615.6412,161.0946,-30.704538,25.115873,-12.357493,12.962537,-9.1098175,-3.9312558,5.5500703,-5.051215,-1.5347059,4.4903536,-776.7358,191.79913,-55.82041,37.47337,-25.320032,22.072357,-5.178562,-9.481326,10.601285,-3.5165093,-6.0250597
1225,-506.06198,129.98108,-14.796136,17.291048,-13.554941,-0.19862312,-19.859638,-11.217467,-6.2142386,-9.478858,-3.941179,-5.728902,-6.75695,-636.0431,144.77722,-32.087185,30.845991,-13.356318,19.661016,-8.642173,-5.0032277,3.264618,-5.5376782,1.7877226,1.0280477,-780.8202,176.86441,-62.933178,44.20231,-33.017334,28.303188,-3.6389449,-8.267846,8.802296,-7.3254004,0.7596752
1226,-524.91656,132.09915,-12.032015,21.911774,-12.125073,5.765938,-13.650293,-6.7382007,-7.1192846,-11.162484,-8.99209,-5.18889,-9.415783,-657.0157,144.13116,-33.943787,34.03685,-17.891012,19.416233,-6.912093,0.38108432,4.043199,-2.1703937,-3.8032012,4.226893,-801.1469,178.07494,-67.98064,51.927856,-37.307243,26.328325,-7.2931767,-3.6621156,6.213593,1.6328073,-8.030094
1227,-460.12296,127.38213,-18.82132,13.052301,-1.2609614,-2.4468517,-16.729017,-13.527366,-11.8280115,-11.856347,-1.8206524,-2.618483,-6.0698595,-587.50507,146.20345,-31.873623,14.313262,1.1858903,14.282166,-3.2016523,-1.6993535,0.028335465,-10.035694,0.7978308,3.4513755,-733.70856,178.07707,-46.18689,13.12737,-13.096274,17.483818,-1.5022982,-1.7276891,10.06403,-10.833526,-2.6535447
1228,-493.66217,151.06454,-25.71748,20.428354,-9.736381,1.151064,-21.563574,-12.4049835,-8.587117,-9.914978,-4.323736,-6.803291,-3.9918542,-644.72675,176.78201,-46.145836,30.164734,-10.887444,22.714636,-9.158588,-3.8178666,1.3278607,-5.5912414,2.4795542,-2.8114362,-821.5087,222.92786,-76.31056,41.052177,-33.602077,31.873226,-5.3407235,-5.145727,6.9191017,-8.070797,5.290991
1229,-500.46143,123.72767,-6.657921,6.710965,-24.540663,-3.3679664,-9.006414,-11.062436,-9.05962,-11.148282,-4.0640273,-0.35883942,-3.3632903,-624.1891,130.38559,-13.368887,31.251627,-21.172695,5.6384478,2.0560224,-2.0028167,2.0886626,-7.0842557,-3.705188,3.0044513,-754.5747,143.75447,-44.620514,52.424328,-26.811142,3.5824256,4.058839,-4.0914793,9.172918,-3.3790677,-6.709639
1230,-501.52386,146.49902,-11.715838,17.040989,-31.189,-6.56797,-10.760411,-8.768303,-10.238685,-12.670528,-7.176767,-1.9501714,-3.9489944,-648.0229,158.21487,-28.756828,48.22999,-24.62103,4.1924434,-1.9921085,1.4703811,2.4318442,-5.493761,-5.2265954,1.998823,-806.2378,186.97171,-76.986824,72.85102,-28.813473,6.184552,-3.4624894,-0.9614632,7.925606,-0.2671657,-7.225418
1231,-511.75037,132.85149,-14.759825,17.770021,-11.567962,-1.122898,-11.097323,-9.281516,-10.05556,-12.676792,-3.5494337,-4.017189,-6.2771263,-644.6018,147.61131,-32.529846,29.337986,-10.445064,9.974426,-1.8158075,0.7740436,2.6212308,-9.127357,0.4677554,2.2599373,-792.2131,180.14113,-61.867832,39.78305,-20.419489,11.790234,-2.5898514,-1.8471869,11.748589,-9.595112,-1.7921816
1232,-495.585,131.43382,-26.179966,18.778795,-10.832381,-3.6610453,-18.561441,-13.434065,-11.957077,-12.283111,-3.644695,-4.845895,-5.6114507,-627.01886,157.6138,-44.958763,29.611176,-7.1713357,14.900398,-5.1273775,-1.476989,0.32603338,-8.638414,1.2011992,0.7655561,-784.6326,202.57257,-74.56994,36.782513,-22.071733,20.027775,-3.650389,-1.8030227,8.964448,-9.839614,0.43564332
1233,-492.89447,140.75006,-12.518551,15.014051,-17.36463,-2.229506,-12.473156,-9.217738,-6.450324,-12.777083,-7.135497,-4.1596537,-6.379644,-633.6446,153.2686,-27.532604,32.37868,-15.135123,10.24365,-3.2554193,-2.7674143,6.326761,-5.6415873,-2.9758437,2.2199903,-786.91315,180.8012,-59.911285,47.5138,-25.378777,13.499069,-0.48800454,-9.094174,11.968348,-2.6657438,-5.1958337
1234,-532.9138,124.305664,1.8511796,19.800982,-3.463692,4.147615,-8.038563,-2.8199677,-2.4256656,-9.981987,-3.5933433,-1.6700462,-5.528426,-657.2195,122.45448,-17.949802,23.264673,-7.611307,12.186179,-5.2185955,-0.3943024,7.556321,-6.3886437,-1.9232967,3.8583798,-779.67395,140.4043,-41.214474,30.87598,-19.797487,17.404776,-4.824293,-7.9506235,13.944964,-4.4653463,-5.7816772
1235,-561.6329,98.81647,-3.2774413,12.318993,-4.8420916,6.1329875,-0.6101706,1.7933352,-1.2427659,-6.828629,-2.3032439,-3.5218668,-5.162978,-660.4494,102.09391,-15.596434,17.161083,-10.97508,6.7431583,-2.4035058,3.0361006,5.5858626,-4.525385,1.2186228,1.641111,-762.5433,117.690346,-32.75752,28.136164,-17.718237,9.146664,-5.439606,-2.5497622,10.111248,-5.7440076,-0.42248818
1236,-520.15784,124.123116,-21.896067,4.1730666,-14.823587,-7.024712,-10.014004,-6.0305037,-5.432631,-10.527645,-1.5909218,-0.2209707,-7.8593297,-644.281,146.01918,-26.069134,18.996656,-7.7988763,2.9892929,-3.9835,-0.5978734,5.095014,-8.936723,-1.3699512,7.638358,-790.3002,172.08833,-45.065784,26.795528,-10.788169,6.972793,-3.3856266,-5.6928873,14.031737,-7.566772,-9.00831
1237,-534.4885,150.07323,-4.9538593,1.0619478,-9.779656,-1.2164305,-8.073457,-9.183726,-8.489485,-8.514017,-7.1519933,-2.9604113,-2.149304,-684.56177,155.0271,-6.0158076,10.841604,-8.563226,6.8570266,1.1102699,-0.6942412,0.024532026,-1.3620241,-4.191582,-0.81110746,-839.58887,161.0429,-16.857412,19.40483,-15.420254,5.7467566,1.8045111,-0.71877337,1.386556,2.8295581,-3.380475
1238,-477.14114,149.89386,-24.82914,14.501633,-9.185328,-1.4588934,-21.704811,-17.43057,-6.050549,-12.308285,-1.4620568,-1.6671369,-6.5799975,-627.035,174.72299,-39.330776,23.68696,-7.7264338,20.245916,-4.274241,-11.380021,6.2577367,-10.846229,0.20508018,4.912861,-801.758,214.05376,-63.01774,31.413391,-27.972351,24.520159,7.10578,-17.637756,17.103964,-11.051308,-4.707781
1239,-492.06943,146.207,-3.6756294,13.92722,-20.88027,-2.536767,-12.63192,-15.099079,-7.32569,-14.877479,-3.6038759,0.6909171,-8.609051,-638.27637,149.88263,-17.602852,34.80749,-18.343504,10.095154,2.467158,-7.773389,7.5517874,-11.2736025,-4.2947927,9.299968,-788.15906,167.4855,-52.410343,53.150997,-28.43866,7.627996,10.240547,-15.325177,18.82539,-6.978809,-13.594761
1240,-494.79083,138.71954,-14.54567,19.008245,-19.565958,2.1060777,-12.402119,-15.22121,-9.077783,-12.186698,-4.548775,-5.7438116,-9.240408,-633.51044,153.26521,-33.553913,38.5742,-21.672035,14.508196,2.8190908,-6.1434255,3.1089149,-7.6379232,1.1950366,3.4965966,-786.7755,186.81914,-72.12812,60.246235,-36.180233,11.689104,8.962517,-9.25234,10.746838,-8.83296,-2.3015597
1241,-476.07773,149.15735,-11.708425,18.981358,-9.674777,2.2171211,-17.1467,-10.866222,-6.59299,-15.914359,-5.323912,-2.0761101,-7.8609548,-625.23505,160.86575,-30.689783,28.656137,-11.891898,19.363823,-6.2804794,-4.273232,9.321369,-10.590446,-3.2478027,5.784845,-786.1008,191.55554,-59.345917,40.548035,-31.255718,25.644302,-2.0072472,-13.594602,19.911816,-7.3426437,-9.032647
1242,-476.94446,149.51926,-5.2786694,5.281959,-11.510756,-5.059586,-14.426641,-10.867487,-9.786288,-14.816239,-2.7806814,0.13228995,-6.1203313,-626.46375,154.79791,-10.560629,16.792715,-6.4511695,9.367053,-3.5591533,-1.0811983,5.029952,-12.035559,-2.9129708,6.2526217,-781.2616,165.35854,-27.353344,23.243883,-15.818221,12.926205,-2.4779553,-6.1111503,17.06551,-9.122588,-9.165592
1243,-494.7343,133.11572,-4.997264,4.855093,-11.908692,-3.6078954,-14.186517,-9.373911,-9.970239,-11.294288,-3.866258,-3.744883,-6.4688187,-627.85004,138.113,-9.852358,16.763786,-8.300797,10.578621,-4.8126054,0.59632677,1.3240491,-7.4280286,-0.121374995,2.7239354,-765.963,147.96535,-26.616142,25.06458,-18.879417,15.391228,-5.408932,-0.72772217,8.752078,-7.306653,-2.84531
1244,-501.68265,142.81541,-13.451716,7.3978734,-4.7480454,-4.4306483,-15.317516,-13.218388,-4.1328106,-13.27169,-4.626655,-1.2486326,-6.923159,-644.4981,156.2671,-20.849588,12.145918,-0.31739697,10.886869,-2.0991297,-9.085576,9.138881,-8.645037,-3.3780222,5.6745267,-800.7653,177.11673,-32.995506,12.463314,-11.204266,12.985998,6.986447,-18.224455,17.783916,-5.267014,-9.052548
1245,-457.2161,117.00127,-23.625132,8.469613,-18.788546,0.0465694,-18.90313,-15.322435,-11.045119,-14.838745,-3.9373996,-5.985355,-9.465605,-574.21735,140.62642,-32.094746,27.25816,-18.835114,18.949697,-3.5806925,-4.277318,3.793627,-10.901347,2.0479558,3.4802492,-714.8438,172.72115,-59.352905,46.09327,-37.78481,22.530392,0.69662595,-8.070945,14.694974,-12.949303,-1.4322929
1246,-511.4471,151.74788,-18.415062,22.661383,-5.767106,2.4596255,-18.562,-8.4818325,-8.822153,-10.379153,-4.3741655,-3.9313319,-4.4727683,-663.19495,170.16293,-41.07644,28.428486,-8.226732,21.021626,-10.080167,0.34032062,1.5570005,-6.0049872,-0.4428343,0.5414371,-833.3579,211.23938,-69.50493,36.65522,-29.248358,31.101793,-10.420488,-1.2166798,7.561988,-5.5621533,-0.98427165
1247,-536.78455,153.76709,-9.332344,16.84494,-8.008409,1.6596506,-15.493146,-11.765801,-5.7179613,-11.436401,-5.657146,-1.8046703,-5.9416747,-690.55164,163.09944,-26.177284,24.853348,-9.668058,17.152798,-3.7273448,-6.04784,5.7184396,-5.779255,-3.8524756,4.137004,-853.6511,189.27672,-51.03063,34.521408,-26.820854,20.880144,2.320496,-11.76628,11.497695,-1.9267796,-7.989479
1248,-484.91614,148.20747,-18.501114,-1.4170194,-3.1482673,-5.1054497,-15.161139,-11.831037,-10.2384615,-12.449773,-0.2041746,0.5828734,-6.59914,-633.12354,166.70859,-17.084095,1.7312479,1.9571822,10.055689,-3.3301024,-1.5925738,2.2113116,-12.2456,-0.787048,7.1820135,-799.8322,183.79266,-18.815342,-0.22593431,-8.098506,13.38579,-1.7375284,-3.8038855,14.45691,-11.458551,-7.9690614
1249,-531.61237,154.11658,-5.542522,6.2899723,-11.775289,-2.081144,-10.103373,-7.232102,-4.963343,-10.676871,-4.5750175,0.06151126,-1.8361228,-685.72894,159.65907,-11.832494,18.06526,-9.694143,8.022228,-2.8712711,-2.2687585,5.7135277,-6.101855,-4.6365285,1.8976341,-845.38806,171.4916,-29.897753,27.759405,-17.716373,10.8935,-0.602513,-7.982287,11.815382,-1.4653257,-6.534162
1250,-488.44672,150.11586,-14.736127,11.804006,-3.006575,-5.6529474,-19.890789,-13.75871,-7.2257385,-13.878806,-3.72036,-1.769437,-5.4830556,-638.56256,164.85197,-26.540133,14.810581,2.6463723,14.237843,-6.1320806,-6.532971,6.6530676,-10.158445,-1.9509232,3.7136185,-803.4144,191.3921,-41.35071,12.164208,-11.591471,20.369923,0.4008911,-13.18604,16.811514,-8.207522,-5.6645417
1251,-519.79675,137.89484,-9.153678,12.584827,-7.3813653,-6.2099156,-12.515992,-11.644744,-6.014384,-10.434904,-5.929357,-5.7991,-7.5402117,-657.69165,147.04851,-21.738506,19.96619,-1.1714491,6.3060765,-0.87124836,-5.6303596,4.420521,-4.505548,-0.1302566,1.7411115,-804.74005,168.78702,-41.704697,21.13764,-7.477526,7.177325,4.759111,-10.0508795,8.926068,-4.3752913,-1.8713679
